feature,rf_importance,gb_importance,xgb_importance,mutual_info,f_score,rf_importance_norm,gb_importance_norm,xgb_importance_norm,mutual_info_norm,f_score_norm,avg_importance,rank
trans_is_night,0.007169615394530256,0.0008371519076536672,0.0,0.032023273208368175,1138.7474256181654,0.03641935520497325,0.0034414313398925776,0.0,0.13082693575181992,0.013802124301518144,0.036897969319640775,28
month_cos,0.00037610286761206364,0.00039955706857547037,0.0029102217,0.0414248549754348,56.76910311636074,0.0019104823864921152,0.0016425313079978,0.008392445,0.16923588057773778,0.0006880667302254255,0.036373881162842896,29
amt_per_city_pop,0.0053318300394770615,0.006270442868450515,0.006216712,0.002809904578756406,7258.868634580586,0.02708399285244842,0.02577704046924175,0.017927641,0.01147950128026408,0.08798071014605009,0.03404977715940636,30
month_sin,0.0005585766036507735,0.0002447818064890666,0.0028975355,0.037364267923926,98.39621759639496,0.002837390657393544,0.0010062687220626847,0.008355861,0.1526468780155764,0.0011926058364763745,0.03320780076597886,31
trans_month,0.0006086552962190234,0.0007398734707116085,0.0062094294,0.02471959285607417,199.7073869948041,0.003091774413352777,0.0030415313235067068,0.01790664,0.10098869548249899,0.002420542182773655,0.025489836625420398,32
state_fraud_rate,0.0006666095262652035,4.248642794233695e-15,0.0030713219,0.009015120593772852,1872.0363101919083,0.00338616338312831,1.7465662241712934e-14,0.008857022,0.03683010774826818,0.022689911097887205,0.014352640853778686,33
std_amt_by_card,0.002667346207347043,0.0023674064102358065,0.0045948336,0.005582528259101105,991.7233252632852,0.013549266401949703,0.009732124528370117,0.013250498,0.022806696277858595,0.012020126939534767,0.014271742449765682,34
Unnamed: 0,0.0014867495315058514,0.0025953760906037415,0.005109301,0.006780456136020185,29.472520922222444,0.007552212539887123,0.010669280611263585,0.014734109,0.02770067549007894,0.0003572200367669655,0.012202699522062583,35
state_encoded,0.0005012566932373405,0.0008508487966130076,0.003966471,0.010502106388280752,3.8792086287277314,0.002546223828660071,0.003497737611780336,0.011438438,0.04290499565045546,4.701773060532467e-05,0.01208688251180514,36
city_pop,0.0014759106961997111,0.002788281745305863,0.0060092076,0.004580062511972294,5.91555183203326,0.007497154720004109,0.01146229267952136,0.017329244,0.018711252284995625,7.169911418546086e-05,0.011014328548360352,37
trans_day,0.0005066269976127591,0.0003441264816881383,0.0039296085,0.009222065283365333,19.195590584077937,0.0025735032588449043,0.001414662796729208,0.011332134,0.03767555347873214,0.00023265907902156018,0.010645702479643599,38
city_pop_log,0.0015699257301473174,0.004462697731486599,0.0,0.004918169595061306,3.2469194978301377,0.007974721050627319,0.01834561648034753,0.0,0.020092544988858343,3.93541056584581e-05,0.00929044732509833,39
lat,0.0006835995456589877,0.0006981811894195278,0.0038595279,0.005476966714905718,4.651270214340463,0.0034724672526097434,0.002870139342961233,0.011130037,0.022375438259027967,5.6375459749932394e-05,0.007980891420109498,40
zip,0.0006888608731457349,0.000533732187409839,0.0038827483,0.005497833444766287,6.060474474730141,0.0034991931150229094,0.002194109169517094,0.011197,0.022460686581679316,7.345564094776816e-05,0.007884888863560627,41
long,0.0006454730497727377,0.0002924150932116978,0.004081359,0.00547304547808336,3.839714957401126,0.003278796836556238,0.0012020834651823636,0.011769749,0.022359418553781468,4.653904977715313e-05,0.007731317425896634,42
trans_minute,0.0006433700734271782,0.00047242150943075506,0.003300451,0.004891789683766357,1.3827120908673334,0.003268114388711822,0.001942068307233625,0.0095177805,0.019984773277401276,1.6759084343047452e-05,0.006945899112562106,43
merchant_encoded,0.000915353003813993,0.0007197031816936084,0.004631629,0.002556537618603416,0.3729861448486125,0.004649700764879761,0.0029586136784214927,0.013356608,0.010444403375003502,4.52075764838724e-06,0.006282769382921436,44
job_encoded,0.0008620126311093718,0.0010024371069524943,0.0039374507,0.002815033235416764,0.011285169889276128,0.004378748716074284,0.0041208990203540985,0.011354749,0.011500453742900613,1.3678126867420615e-07,0.0062709974703134466,45
merch_long,0.0008467307110318674,0.00039176018198599144,0.0053792587,5.107927361647224e-05,3.8419807549893994,0.004301121445308652,0.0016104792400071463,0.015512609,0.00020867775771046392,4.656651224973651e-05,0.004335890775658796,46
distance_km,0.0019310677320535834,0.0006730424765959957,0.0023398846,6.19691119296828e-06,0.2444280961289111,0.009809207019971448,0.002766797102007691,0.006747717,2.5316678192981862e-05,2.9625770295140683e-06,0.003870400082999722,47
merch_lat,0.0008221566158118003,0.0005675666568243352,0.002200402,0.00016481086736497286,3.9286481957236585,0.004176292894066804,0.0023331986255012943,0.0063454797,0.0006733134559875226,4.76169601041054e-05,0.00271518033696057,48
amt_rounded,2.6222562520865616e-05,0.0001572860181135872,0.0,0.00017962884386168998,0.3461782991868837,0.00013320223837398664,0.0006465840035891597,0.0,0.0007338503800706425,4.195834658657329e-06,0.0003035664913384892,49
